英文,中文,类别,模块
What is PayPal?,PayPal是什么?,module,Magento_Paypal
Sign a billing agreement to streamline further purchases  with PayPal.,签署一项协议，简化使用Paypal支付的流程。,module,Magento_Paypal
Sign a billing agreement to streamline further purchases with PayPal.,签署一项协议，简化使用Paypal支付的流程。,module,Magento_Paypal
Continue to PayPal,继续使用PayPal,module,Magento_Paypal
Save credit card information for future use.,保存信用卡信息以供将来使用。,module,Magento_Paypal
"Sorry, something went wrong.",对不起，出错了。,module,Magento_Paypal
"Sorry, something went wrong. Please try again later.",对不起， 出错了，请稍候再试,module,Magento_Paypal
PayPal Section,PayPal部分,module,Magento_Paypal
PayPal Settlement,PayPal结算,module,Magento_Paypal
Fetch,获取,module,Magento_Paypal
Actions,操作,module,Magento_Paypal
Manage,管理,module,Magento_Paypal
Place Order Using Billing Agreements,使用计费协议的地方订单,module,Magento_Paypal
Merchant Location,商家位置,module,Magento_Paypal
Merchant Country,商户国家,module,Magento_Paypal
"If not specified, Default Country from General Config will be used",如果未指定，将使用默认的国家，从一般配置,module,Magento_Paypal
PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,module,Magento_Paypal
Choose a secure bundled payment solution for your business.,选择安全捆绑的支付解决方案为您的业务。,module,Magento_Paypal
Payments Pro and Express Checkout,付款 Pro 和快递签出,module,Magento_Paypal
Basic Settings - PayPal Payments Pro,基本设置-PayPal 付款临,module,Magento_Paypal
PayPal Payment Gateways,PayPal支付网关,module,Magento_Paypal
Process payments using your own internet merchant account.,使用您自己的互联网商家帐户的处理付款。,module,Magento_Paypal
PayPal Express Checkout,PayPal Express Checkout,module,Magento_Paypal
Add another payment method to your existing solution or as a stand-alone option.,为现有的解决方案或作为一个独立的选项，将添加另一种付款方法。,module,Magento_Paypal
1,1,module,Magento_Paypal
Accept payments with a completely customizable checkout page.,接受支付完全可定制的结帐页面。,module,Magento_Paypal
PayPal Payment Solutions,PayPal付款解决方案,module,Magento_Paypal
Express Checkout,快速结帐,module,Magento_Paypal
Add PayPal as an additional payment method to your checkout page.,PayPal作为一种额外的付款方法添加到结帐页面。,module,Magento_Paypal
Required PayPal Settings,所需的PayPal设置,module,Magento_Paypal
Email Associated with PayPal Merchant Account,与PayPal商人帐户关联的电子邮件,module,Magento_Paypal
"<a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>","“<a href=""""http://www.magentocommerce.com/paypal"""">开始通过PayPal接受付款！</A>”",module,Magento_Paypal
Don't have a PayPal account? Simply enter your email address.,难道没有一个 PayPal 帐户吗?只需输入您的电子邮件地址。,module,Magento_Paypal
API Authentication Methods,API身份验证方法,module,Magento_Paypal
API Username,API用户名,module,Magento_Paypal
API Password,API密码,module,Magento_Paypal
Get Credentials from PayPal,从PayPal获取凭据,module,Magento_Paypal
Sandbox Mode,沙盒模式,module,Magento_Paypal
API Uses Proxy,API使用代理服务器,module,Magento_Paypal
Proxy Host,代理主机,module,Magento_Paypal
Proxy Port,代理服务器端口,module,Magento_Paypal
Enable this Solution,启用此解决方案,module,Magento_Paypal
Enable In-Context Checkout Experience,允许在上下文结帐体验,module,Magento_Paypal
"See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.","See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.",module,Magento_Paypal
Merchant Account ID,商家帐户ID,module,Magento_Paypal
Enable PayPal Credit,启用PayPal信用,module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>",module,Magento_Paypal
Sort Order PayPal Credit,PayPal 信用排序,module,Magento_Paypal
Advertise PayPal Credit,广告PayPal信用,module,Magento_Paypal
"<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.",module,Magento_Paypal
Publisher ID,发布者ID,module,Magento_Paypal
Required to display a banner,需要显示横幅,module,Magento_Paypal
Get Publisher ID from PayPal,发布者 ID 得到PayPal,module,Magento_Paypal
Home Page,主页,module,Magento_Paypal
Display,显示,module,Magento_Paypal
Position,位置,module,Magento_Paypal
Size,尺寸,module,Magento_Paypal
Catalog Category Page,目录类别页,module,Magento_Paypal
Catalog Product Page,目录产品页,module,Magento_Paypal
Checkout Cart Page,签出购物车页面,module,Magento_Paypal
Basic Settings - PayPal Express Checkout,基本设置-PayPal快速结帐,module,Magento_Paypal
Title,标题,module,Magento_Paypal
"It is recommended to set this value to ""PayPal"" per store views.","它建议设置此值与""PayPal""每一个商店界面。",module,Magento_Paypal
Sort Order,排序订单,module,Magento_Paypal
Payment Action,付款操作,module,Magento_Paypal
Display on Product Details Page,显示产品详细信息页,module,Magento_Paypal
Authorization Honor Period (days),授权荣誉期 (天),module,Magento_Paypal
Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,指定授权荣誉时期是商人的 PayPal 帐户上。它必须镜像中PayPal的设置。,module,Magento_Paypal
Order Valid Period (days),订单有效期 (天),module,Magento_Paypal
Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,指定命令有效期是商人的 PayPal 帐户上。它必须镜像中PayPal的设置。,module,Magento_Paypal
Number of Child Authorizations,孩子授权数量,module,Magento_Paypal
The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,孩子授权在您的PayPal帐户的默认数量为 1。要做多个授权请联系PayPal要求增加。,module,Magento_Paypal
Advanced Settings,高级设置,module,Magento_Paypal
Display on Shopping Cart,显示在购物车,module,Magento_Paypal
Also affects mini-shopping cart.,也会影响迷你购物车。,module,Magento_Paypal
Payment Applicable From,适用的付款,module,Magento_Paypal
Countries Payment Applicable From,适用的国家付款,module,Magento_Paypal
Debug Mode,调试模式,module,Magento_Paypal
Enable SSL verification,启用 SSL 验证,module,Magento_Paypal
Transfer Cart Line Items,车线物料转移,module,Magento_Paypal
Transfer Shipping Options,转让送货选项,module,Magento_Paypal
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.",如果启用此选项，则客户可以更改送货地址和送货方式在PayPal网站上。在实时模式中工作通过 HTTPS 协议只。,module,Magento_Paypal
Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available.,请注意，PayPal 可以处理达 10 送货选项。这就是为什么 Magento 将转移只有首先 10 最便宜的运输选项，如果超过 10。,module,Magento_Paypal
Shortcut Buttons Flavor,快捷方式按钮风味,module,Magento_Paypal
Enable PayPal Guest Checkout,启用PayPal来宾结帐,module,Magento_Paypal
Ability for buyer to purchase without PayPal account.,买方购买没有 PayPal 帐户的能力。,module,Magento_Paypal
Require Customer's Billing Address,要求客户的账单地址,module,Magento_Paypal
This feature needs be enabled first for the merchant account through PayPal technical support.,通过PayPal技术支持的商人帐户，需要首先启用此功能。,module,Magento_Paypal
Billing Agreement Signup,计费协议注册,module,Magento_Paypal
"Whether to create a billing agreement, if there are no active billing agreements available.",是否要创建一个计费的协议，如果没有积极的自动扣款协议。,module,Magento_Paypal
Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.,招商需要申请到PayPal进行结算实现协议功能。直到贝宝确认的结算协议是商家帐户启用不要启用该选项。,module,Magento_Paypal
Skip Order Review Step,跳过顺序审查步骤,module,Magento_Paypal
PayPal Billing Agreement Settings,paypal付款协议设置,module,Magento_Paypal
Enabled,启用,module,Magento_Paypal
Will appear as a payment option only for customers who have at least one active billing agreement.,将显示为只对谁至少有一个活跃的结算协议的客户付款选项。,module,Magento_Paypal
Allow in Billing Agreement Wizard,允许自动扣款协议向导,module,Magento_Paypal
Settlement Report Settings,解决报表设置,module,Magento_Paypal
